MLS NUMBER,STATUS,ADDRESS,BEDS,FBATHS,HBATHS,LIST PRICE,SOLD PRICE,CONTRACT,SETTLED,CITY,SUBDIV,LOT SIZE,TOT SQFT,LIV SQFT,YEAR BUILT,CONST,DESIGN1,DESIGN2,HEAT,COOLING,GAR SPACES,PARKING,GAR DESC,DINING,EXT FEAT,FLOORS,INT FEAT,LOT DESC,POOL2,POOL DIM,ROOF,OTHER ROOM,SEWER,VIEW,WATER,WINDOWS,SUBD INFO,EST TAXES,SPA,POOL1,MSTR BATH,STYLE,SHORT SALE,REO,BLDG UNITS,COMPLEX UNITS,UNIT FLOOR LOC,TOTAL FLOORS,SUBDIVISION INFO,SECURITY INFO,RESTRICTIONS,FEE DESCRIPTION,ASSOC FEE PAID PER,MAINT CHARGE,LAND LEASE,REC LEASE,ASSOCIATION FEE,MIN LEASE,MAINT INCL,DEVELOPMENT NAME,COMPLEX,UNIT #,ROOF,PUBLIC REMARKS,EXPECTED CLOSING DATE,APPROX LOT SIZE,ZIP CODE,PHOTO COUNT,WITHDRAWN DATE,EXPIRATION DATE,PENDING DATE,OFF MARKET DATE,SALE TERMS,DAYS ON MARKET,COUNTY,APN,ENTRY DATE,SELLER CONTRIBUTIONS (Y/N),SELLER CONTRIBUTIONS ($) 
A10545348,Closed Sale,1435 BRICKELL AV,2,2,0,1399000,1250000,09/27/2018 12:00:00 AM,07/19/2019 12:00:00 AM,Miami,,,2062,2062,2003,Concrete Block Construction,,,Central Heat,Central Cooling,1,Assigned Parking,Attached,,Other,Carpeted Floors,Walk-In Closets,,,,,,,,,"Drapes & Rods, Impact Glass",,18491,,,,C42-Condo 5+ Stories,False,False,,,35,70,,Doorman,No Restrictions,,Monthly,2607,0,0,2607,,,Millenium Tower,Four Seasons  Hotel,3506,,"Rare opportunity to purchase two adjacent units: 3506, 3505 sold separately as well.  This unit has unobstructed bay  and Miami skyline views.  First class amenities such as state of the art gym, pools, spa & bar.  Close to all the entertainment Brickell has to offer.",07/19/2019 12:00:00 AM,,33131,25,,04/10/2020 12:00:00 AM,04/11/2019 12:00:00 AM,06/20/2019 12:00:00 AM,Cash,177,Miami-Dade County,01-41-39-078-0410,09/27/2018 4:18:46 PM,False,
A10274123,Closed Sale,201 SW 17th Rd,4,4,1,1299900,1150000,05/09/2017 12:00:00 AM,11/30/2017 12:00:00 AM,Miami,,,3000,2694,2017,New Construction,,,Central Heat,Central Cooling,4,"2 Or More Spaces, Assigned Parking, Covered Parking",Attached,"Breakfast Area, Formal Dining",High Impact Doors,Other Floors,"First Floor Entry, Cooking Island, Walk-In Closets",,,,,"Den/Library/Office, Utility Room/Laundry",,,,"High Impact Windows, Impact Glass",,15000,,,"2 Master Bathrooms, Combination Tub & Shower, Dual Sinks",T52-Townhouse Condo,False,False,81,,1,10,,"Doorman, Card Entry","Ok To Lease, Okay To Lease 1st Year",,Monthly,1695,0,0,1607,,,CASSA BRICKELL,CASSA BRICKELL,1,,"**THE ONLY** TOWNHOUSE CREATED BY AWARD WINNING ARCHITECT CARLOS PONCE DE LEON AT UNIQUE BRAND NEW CASSA BRICKELL. ENJOY YOUR EXCLUSIVE PRIVATE ENTRANCE TO A SPECTACULAR 3,000 Sq.Ft DECORATOR READY, 4 BEDROOM. 4.5 BATHROOM FLOOR-PLAN.  ITALIAN KITCHEN, QUARTZ, BOSH APPLIANCES **4 ASSIGNED COVERED PARKING** SPECTACULAR ROOFTOP POOL, GYM, FANTASTIC SUMMER KITCHEN, SAUNA WITH A VIEW, AN ORGANIC VEGETABLE GARDEN. ENJOY QUALITY OF LIFE LIVING IN TRAFFIC-LESS SOUTH BRICKELL WHILE BEING STEPS AWAY FROM ALL THE ACTION. NEXT TO SIMPSON PARK & UPCOMING UNDERLINE. CASSA BRICKELL JUST OPENED IN 2017. A TRUE NEW BOUTIQUE CONCEPT WITH ONLY 81 UNITS, 10TH FLOORS. NY MEETS MIAMI CONCIERGE LIVING. PET FRIENDLY. RENT FRIENDLY UP TO 4 TIMES PER YEAR, MINIMUM 90 DAYS. EASY TO SHOW",11/30/2017 12:00:00 AM,,33129,21,,12/31/2017 12:00:00 AM,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,Conventional,129,Miami-Dade County,01-41-39-133-0010,05/09/2017 12:36:42 PM,False,
A10023343,Closed Sale,269 SW 19th Rd,4,3,,1190000,1090000,01/26/2016 12:00:00 AM,08/07/2017 12:00:00 AM,Miami,Brickell Estates,6450,,2894,2016,Concrete Block With Brick,Attached,Two Story,Electric Heat,"Central Cooling, Electric Cooling",1,Pavers,Attached,,"Open Porch, Patio","Other Floors, Wood Floors","First Floor Entry, Cooking Island",Less Than 1/4 Acre Lot,Below Ground Pool,10x20,,Utility Room/Laundry,Municipal Sewer,None,Municipal Water,Impact Glass,Brickell Estates,4818,,True,,R31-Pool Only,False,False,,,,,Public Road,,Other Restrictions,,,,,,,,,,,,,"*Brickell Estate in The Roads* New Contemporary Construction Bright Luxury Home set to join the most desirable The Roads neighbors...Walking steps from Mary Brickell Village & Brickell City Centre upscale Shops & Restaurants. This home features 4Bd/3FBth, open concept spacious kitchen, living & dining room lends itself beautifully with high white wood ceilings, open porch to a sparkling pool under the sun & barbecue area surrounded by luscious landscaping.",08/07/2017 12:00:00 AM,6450,33129,23,,08/31/2017 12:00:00 AM,07/11/2017 12:00:00 AM,07/11/2017 12:00:00 AM,Conventional,532,Miami-Dade County,01-41-38-001-2420,01/26/2016 9:33:39 PM,False,
A10067978,Closed Sale,520 Brickell Key Dr,3,2,1,1125000,1000000,04/15/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Miami,,,2522,2522,1982,Concrete Block Construction,,,Central Heat,Central Cooling,2,Assigned Parking,Attached,"Breakfast Area, Dining/Living Room, Eat-In Kitchen",Open Balcony,"Carpeted Floors, Tile Floors","First Floor Entry, Built-Ins, Foyer Entry, Walk-In Closets, Wet Bar",,,,,,,,,Blinds/Shades,,7611,,,"Dual Sinks, Separate Tub & Shower",T52-Townhouse Condo,False,False,,,1,2,,"Doorman, Garage Secured, Guard At Site",Other Restrictions,,Quarterly,0,0,0,5373,,,,Brickell Key One Condo,ABH23,,"Unobstructed views of Biscayne Bay from your private bay house! Open living spaces with balconies, air-conditioned storage space, elevator and private parking. Three bedrooms and two bathrooms downstairs; eat-in kitchen, wet bar, dining and living rooms u pstairs.  Balconies have direct access to jogging/walking path around Brickell Key.  Live the live-work-play waterfront lifestyle from this incredible and secure location. Amenities include: Tennis courts, pool, gym, BBQ area, 24-hour security and more.",09/15/2016 12:00:00 AM,,33131,22,,01/03/2017 12:00:00 AM,08/03/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Conventional,110,Miami-Dade County,01-42-06-052-2950,04/15/2016 12:00:00 AM,False,
A10649327,Closed Sale,320 SW 19th Rd,4,4,0,1050000,970095.95,04/02/2019 12:00:00 AM,06/26/2019 12:00:00 AM,Miami,HOLLEMAN PARK,6750,2900,2900,1951,Cbs Construction,Detached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Driveway,,"Dining/Living Room, Eat-In Kitchen, Snack Bar/Counter","Exterior Lighting, Fence, High Impact Doors, Open Balcony, Patio",Marble Floors,"First Floor Entry, French Doors, Pantry, Walk-In Closets",Less Than 1/4 Acre Lot,Below Ground Pool,12x24,,Other,Municipal Sewer,Other View,Municipal Water,High Impact Windows,HOLLEMAN PARK,10148,False,True,"Combination Tub & Shower, Dual Sinks, Whirlpool/Spa",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Move-in to a beautiful and modern completely remodeled from inside out 4 bedrooms and 4 bathrooms 2 story single family home with pool that stands on 6750 sq ft lot, the home features an open layout floor plan, new plumbing, new electricity, all LED lights, new stainless steel professional appliances with a 36 inch pro cook top and microwave wall oven combo, modern bathrooms, marbles floors, walking custom closets, high impact windows and doors and attractive curve appeal with an impeccable landscaped. no expense was spared the design of this sleek property <> Located at the exclusive and historic neighborhood of The Roads. Walking distance from Brickell, Key Biscayne and more.",06/20/2019 12:00:00 AM,,33129,37,,10/02/2019 12:00:00 AM,04/22/2019 12:00:00 AM,04/22/2019 12:00:00 AM,Conventional,20,Miami-Dade County,01-41-38-001-1560,04/02/2019 4:20:28 PM,False,
A10416026,Closed Sale,234 SW 19th Rd,4,4,0,1050000,950000,02/08/2018 12:00:00 AM,07/16/2018 12:00:00 AM,Miami,HOLLEMAN PARK,6750,2916,,1925,Concrete Block Construction,Detached,"One Story, Other","Central Heat, Electric Heat","Ceiling Fans, Central Cooling, Electric Cooling",2,Driveway,Detached,Dining/Living Room,"Fence, High Impact Doors, Exterior Lighting",Marble Floors,"First Floor Entry, Closet Cabinetry, Fireplace, Walk-In Closets",Less Than 1/4 Acre Lot,"Below Ground Pool, Equipment Stays",0,,"Garage Apartment, Separate Guest/In-Law Quarters, Guest House, Maid/In-Law Quarters, Other, Utility Room/Laundry",Municipal Sewer,"Garden View, Pool Area View","Municipal Water, Well Water","High Impact Windows, Impact Glass",HOLLEMAN PARK,12276,False,True,"Bidet, Dual Sinks, Shower Only",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Ok To Lease,,,,,,,,,,,,,"Renovated designer finished Italian contemporary located in the Roads and minutes away from Brickell City Center and an upscale lifestyle. Zoned a legal duplex with 2 separate addresses. 3/2 main house, plus full guest house with 1/1 up & 2 car air-conditioned garage below. 2 Veneta Cucine gas kitchens. Use both as one home, or the guest house as an office, rental or Airbnb rental. Impact glass, gated with video doorbells, 8ft. privacy fence, tiled saline pool, security cameras, and new roof. Great investment opportunity!",07/16/2018 12:00:00 AM,6750,33129,13,,07/31/2018 12:00:00 AM,07/03/2018 12:00:00 AM,07/03/2018 12:00:00 AM,Cash,145,Miami-Dade County,01-41-38-001-2630,02/09/2018 11:21:50 AM,False,
F1305872,Closed Sale,495 Brickell Ave,2,2,0,925000,840000,09/02/2014 12:00:00 AM,11/21/2014 12:00:00 AM,Miami,,,1518,1518,2009,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Covered Parking",Attached,,Open Balcony,Tile Floors,"Built-Ins, Foyer Entry, Split Bedroom, Walk-In Closets",,,,,,,,,,,13127,,,,C44-Co-Op 1-4 Stories,False,False,,,43,57,,"Doorman, Elevator Secure, Lobby Secured",No Restrictions,,Monthly,1078,0,0,1078,,,,Icon Brickell Tower 2,4303,,"Live in the Most Desirable Condos in Icon Brickell Tower II.  Spectacular views from the 43rd floor, spacious 2/2 featuringtile floors throughout, Italian dark wood kitchen cabinetry, marble counter tops, family room, living room.  Tremendous amenities wh ich include spa, theater, concierge & valet service, billiard room, 300' pool, fabulous restaurants, and much more.......   ",11/14/2014 12:00:00 AM,,33131,26,,06/17/2015 12:00:00 AM,10/28/2014 12:00:00 AM,11/21/2014 12:00:00 AM,Cash,80,Miami-Dade County,01-41-38-150-1440,09/02/2014 6:17:00 PM,False,
A2210033,Closed Sale,901 BRICKELL KEY BL,2,2,0,923900,925000,12/01/2015 12:00:00 AM,01/15/2016 12:00:00 AM,Miami,,,1784,1784,2005,Cbs Construction,,,Central Heat,Central Cooling,1,"Assigned Parking, Guest Parking, Valet Parking",Attached,,Open Balcony,Tile Floors,"Walk-In Closets, Split Bedroom",,,,,,,,,,,17214,,,,C45-Co-Op 5+ Stories,False,True,,,25,36,,"Doorman, Guard At Site, Lobby Secured",No Trucks/Rv'S,,Monthly,0,0,0,963,,,,carbonell condo,2507,,"Carbonell Condo on prestigious Brickell Key ! Security guard at front gate, and door man in lobby, with valet . Immaculate condo on 25 floor with Incredible views of the water and city. Absolutely breath taking views . Spacious 2 bedrm 2 bath split floor   plan ,inside laundry room, spacious kitchen, condo freshly painted. Show and Sell  !!",01/15/2016 12:00:00 AM,,33131,8,,03/01/2016 12:00:00 AM,12/20/2015 12:00:00 AM,01/15/2016 12:00:00 AM,Cash,19,Miami-Dade County,01-42-06-064-2230,12/01/2015 12:00:00 AM,False,
A2018098,Closed Sale,225 SW 20 RD,3,2,0,917700,887000,10/10/2014 12:00:00 AM,11/24/2014 12:00:00 AM,Miami,HOLLEMAN PARK,,1880,1880,1953,Cbs Construction,Attached,One Story,"Central Heat, Electric Heat","Ceiling Fans, Central Cooling, Electric Cooling",1,"Driveway, Street Parking",Attached,,"Deck, Fence, Fruit Trees, Patio",Marble Floors,"First Floor Entry, Cooking Island, French Doors, Pantry, Walk-In Closets",Less Than 1/4 Acre Lot,Below Ground Pool,0,,No Additional Rooms,Municipal Sewer,None,Other,"Impact Glass, Sliding",HOLLEMAN PARK,7531,True,True,"Bidet, Separate Tub & Shower",R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Location, Location, Location in the heart of the opportune ""Roads"" neighborhood. Quite sanctuary fenced in property w/lovely private backyard & pool area.  Walking distance to the new Brickell City Centre, restaurants, night clubs and bars. Open floor pla n w/large bedrms, & bathrms. Completely remodeled w/high quality materials; this home offers an incredible split plan, large impact windows & doors.  All wood kitchen cabinets, stunning granite counter tops & top of the line S/S Appliances. This rare beau",11/24/2014 12:00:00 AM,X,33129,24,,03/10/2015 12:00:00 AM,11/04/2014 12:00:00 AM,11/24/2014 12:00:00 AM,Conventional,25,Miami-Dade County,01-41-38-001-2580,10/10/2014 12:00:00 AM,False,
A10481086,Closed Sale,1900 SW 2nd Ave,4,3,0,899000,863450,06/05/2018 12:00:00 AM,07/27/2018 12:00:00 AM,Miami,HOLLEMAN PARK,6750,2796,2580,1956,Cbs Construction,Detached,Two Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,Driveway,,,"Barbeque, Built-In Grill, Extra Building/Shed, Fence, Patio, Storm/Security Shutters","Concrete Floors, Terrazzo Floors, Wood Floors","First Floor Entry, Built-Ins, French Doors, Pantry, Walk-In Closets",Less Than 1/4 Acre Lot,"Below Ground Pool, Heated",25X13,,Den/Library/Office,Other Sewer,"Garden View, Pool Area View",Municipal Water,Blinds/Shades,HOLLEMAN PARK,8427,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,Ok To Lease,,,,,,,,,,,,,"Gorgeous pool residence ideally located in the finest area of “The Roads” - Majestic towering palm trees welcome you to a terrific floor plan with a total of 4 bedrooms plus den, 3 full bathrooms, and plenty of natural light throughout. Dining room, kitchen and living room oversee the beautifully landscaped pool area, which includes a fabulous lanai with built-in BBQ and plenty of open space for entertaining. Nicely manicured lush tropical vegetation complemented with artificial turf, complete the very special feeling unique to this home. Live in your own oasis, just minutes away from Brickell’s world-class shopping and dining. A very special home. Must see!",08/01/2018 12:00:00 AM,,33129,27,,05/25/2019 12:00:00 AM,06/11/2018 12:00:00 AM,07/27/2018 12:00:00 AM,Conventional,6,Miami-Dade County,01-41-38-001-2600,06/05/2018 12:55:45 PM,False,
A10081693,Closed Sale,369 SW 19th Rd,4,2,,899000,842500,05/08/2016 12:00:00 AM,06/27/2016 12:00:00 AM,Miami,Holleman Park,,3268,3268,1937,Concrete Block Construction,Detached,"One Story, Ranch",Central Heat,Central Cooling,2,"Covered Parking, Driveway, Street Parking",Detached,Formal Dining,"Fence, Fruit Trees, Patio, Room For Pool, Storm/Security Shutters","Ceramic Floor, Other Floors, Wood Floors","First Floor Entry, Vaulted Ceilings",1/4 To Less Than 1/2 Acre Lot,,,,"Den/Library/Office, Family Room",Municipal Sewer,Other View,Municipal Water,,Holleman Park,6445,,False,,R30-No Pool/No Water,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"Exceptional opportunity available for this Roads double lot property.  Over 13,800 square feet that consists of 102' frontage and 135' of depth. Parcel consists of two complete lots, #'s 18 and 19 of block 12. Interior of building would need total rehab f or end user. Detached two car garage.",06/27/2016 12:00:00 AM,102 X 135,33129,1,,11/07/2016 12:00:00 AM,05/27/2016 12:00:00 AM,06/27/2016 12:00:00 AM,Cash,19,Miami-Dade County,01-41-38-001-1830,05/11/2016 12:00:00 AM,False,
A10681149,Closed Sale,520 Brickell Key Dr,3,2,1,899000,925000,06/03/2019 12:00:00 AM,07/25/2019 12:00:00 AM,Miami,Brickell Key One,,2292,2292,1982,"Concrete Block Construction, Concrete Block With Brick, Cbs Construction",,,Electric Heat,Electric Cooling,2,"2 Or More Spaces, Assigned Parking, Covered Parking",Attached,"Dining/Living Room, Eat-In Kitchen, Family/Dining Combination","Barbeque, Courtyard, Fence, High Impact Doors, Tennis Court","Carpeted Floors, Ceramic Floor, Tile Floors","First Floor Entry, Built-Ins, Closet Cabinetry, Elevator, Fire Sprinklers, Foyer Entry, Walk-In Closets",,,,,"Den/Library/Office, Family Room, Storage Room",,,,Blinds/Shades,Brickell Key One,14000,,,Combination Tub & Shower,T52-Townhouse Condo,False,False,,,1,2,,"Complex Fenced, Doorman, Elevator Secure",Auto Parking On,,Yearly,4845,0,0,1580,,,Brickell Key One,Brickell Key One Condo,ABH45,,"Live in this UNIQUE large corner townhome on Brickell Key, with unobstructed bay views from the first & second floor. Take your private elevator to the 2nd floor where you'll find three massive bedrooms all with tremendous closet and storage space; It boasts over 2,000 sq ft with 2.5 bathrooms. Balconies have direct access to the jogging/walking path around Brickell Key. Live the live-work-play waterfront lifestyle from this incredible and secure location. Amenities include Tennis courts, pool, fitness center, BBQ area, 24-hour valet and much more! There is a current tenant paying $4,900/month. The lease terminates on September 1st, 2020. There is a special assessment for a total of $15,144.00. It is divided into 4 quarterly payments, this covers for the 40-year condo verification.",07/19/2019 12:00:00 AM,,33131,27,,11/27/2019 12:00:00 AM,06/24/2019 12:00:00 AM,06/24/2019 12:00:00 AM,Cash,21,Miami-Dade County,01-42-06-052-3010,06/03/2019 9:14:33 AM,False,
A10248485,Closed Sale,229 SW 19TH RD,4,3,,799000,735000,03/27/2017 12:00:00 AM,12/04/2017 12:00:00 AM,Miami,Holleman Park,6450,2418,2300,1925,Cbs Construction,Detached,"One Story, Old Spanish",Central Heat,"Ceiling Fans, Central Cooling",0,"Driveway, Guest Parking, Pavers",,"Breakfast Area, Family/Dining Combination","Barbeque, Built-In Grill, Patio, Storm/Security Shutters","Ceramic Floor, Marble Floors, Wood Floors","First Floor Entry, Fireplace",Less Than 1/4 Acre Lot,Below Ground Pool,7x20,,"Separate Guest/In-Law Quarters, Guest House, Maid/In-Law Quarters",Municipal Sewer,None,Municipal Water,,Holleman Park,5838,,True,,R31-Pool Only,False,False,,,,,No Subdiv/Park Info,,No Restrictions,,,,,,,,,,,,,"HURRICANE PROOF! Old-Spanish 4/3 home w fireplace. 2300 sq ft of LA in the desired area of THE ROADS. Main house consist of 3/2 w updated kitchen, wooden flrs & beautiful master suite. 1/1 detached has its own full size kitchen.  Bring the family and enjoy the pool and bq area under the pergola. Mins away from Brickel, Downtown, Key Biscayne, The Gables, The Grove and so much more. Roof, Pool, Electrical, Plumbing & both AC's have been updated as well. PRICE REDUCTION! 4% COMMISSION!",12/05/2017 12:00:00 AM,,33129,23,,03/26/2018 12:00:00 AM,10/27/2017 12:00:00 AM,10/27/2017 12:00:00 AM,Conventional,183,Miami-Dade County,01-41-38-001-3750,03/27/2017 10:47:29 PM,True,30000
A10113352,Closed Sale,423 SW 19 RD,3,3,,749900,740000,07/10/2016 12:00:00 AM,10/13/2016 12:00:00 AM,Miami,HOLLEMAN PARK,,2100,2100,1937,Cbs Construction,Detached,Mediterranean,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,"Driveway, Pavers, Street Parking",,"Formal Dining, Other, Snack Bar/Counter","Built-In Grill, Fence, Fruit Trees, Exterior Lighting, Patio, Room For Pool, Screened Porch","Ceramic Floor, Tile Floors","Closet Cabinetry, Cooking Island, Foyer Entry, Fireplace-Decorative, Laundry Tub, Split Bedroom, Walk-In Closets",Interior Lot,,,,"Family Room, Guest House, Studio Apartment, Utility Room/Laundry",Municipal Sewer,Garden View,Municipal Water,"Blinds/Shades, High Impact Windows, Impact Glass",HOLLEMAN PARK,6259,,False,"Dual Sinks, Shower Only",R30-No Pool/No Water,False,False,,,,,"Paved Road, Public Road",,Ok To Lease,,,,,,,,,THE ROADS,,,,"Roads-Brickell gem! Walled & gated 3/2 plus bonus detached 1/1 guest house. Light-filled home, updated with quality designer finishes. Great new wood cabinetry, granite surfaces, stainless steel appliances & breakfast bar opens to the family room. New bat hs, customized closets, porcelain floors, laundry room, impact glass & doors. Freshly painted, ready for new owner.  Close to the new Brickell City Centre, the heart of Brickell, downtown, expressways, Key Biscayne, beaches, Coral Gables, Coconut Grove.",10/10/2016 12:00:00 AM,50 X 135,33129,35,,11/17/2016 12:00:00 AM,08/26/2016 12:00:00 AM,10/13/2016 12:00:00 AM,Conventional,47,Miami-Dade County,01-41-38-001-0410,07/11/2016 12:00:00 AM,False,
A2068027,Closed Sale,495 BRICKELL AV,2,2,0,730000,705000,02/04/2015 12:00:00 AM,09/04/2015 12:00:00 AM,Miami,,,1327,1327,2009,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,"1 Space, Assigned Parking, Covered Parking",Attached,Dining/Living Room,Open Balcony,Tile Floors,"Built-Ins, Foyer Entry, Split Bedroom, Walk-In Closets, Closet Cabinetry, First Floor Entry, Elevator",,,,,,,,,"Impact Glass, Blinds/Shades",,10872,,,"Separate Tub & Shower, Dual Sinks, Whirlpool/Spa, Bidet",C44-Co-Op 1-4 Stories,False,False,560,1793,44,57,,"Doorman, Elevator Secure, Lobby Secured",No Restrictions,,Monthly,973,0,0,973,,,ICON BRICKELL NO TWO,ICON BRICKELL NO TWO,4410,,"2bed/2bath Model Corner Unit in Icon Brickell. Unit Feat: 1,327 sq ft., 24 x 24 White Porcelain Floors,  Mirrored Kitchen Backsplash, Mirrored Columns in living and Master, White California Closets, Upgraded Wood Baseboards, Pocket  Slip Doors for Washer/ Dryer & A/C Closets. Blackouts in Bedrooms, Sunscreen Shades in Living Room.",09/04/2015 12:00:00 AM,,33131,14,,11/08/2015 12:00:00 AM,08/18/2015 12:00:00 AM,09/04/2015 12:00:00 AM,Cash,195,Miami-Dade County,01-41-38-150-4730,02/04/2015 12:00:00 AM,False,
A10598044,Closed Sale,1830 SW 2nd Ct,3,2,0,699000,655000,01/11/2019 12:00:00 AM,04/01/2019 12:00:00 AM,Miami,HOLLEMAN PARK,7500,2380,1988,1973,Concrete Block Construction,Attached,One Story,"Central Heat, Electric Heat",Central Cooling,0,None,,,Fence,Other Floors,Closet Cabinetry,Less Than 1/4 Acre Lot,,,,Florida Room,Other Sewer,None,Other,,HOLLEMAN PARK,5569,,False,,R30-No Pool/No Water,False,False,,,,,Additional Amenities,,No Leasing,,,,,,,,,,,,,"Great Location! Off Brickell/Miami most sought after neighborhood"" The Roads"" 4/3 + Garage which has been converted to the efficiency with its own private entrance, bathroom, and huge closet. One of the two master bedrooms with private entrance + the garage are renting through Airbnb producing a proven income average $3000 monthly due to A great location. Impact door/ Windows recently installed. Garden and large patio; Great potential. Owner motivated. Bring your offers",04/01/2019 12:00:00 AM,,33129,2,,07/31/2019 12:00:00 AM,01/23/2019 12:00:00 AM,04/01/2019 12:00:00 AM,Cash,12,Miami-Dade County,01-41-38-001-2461,01/11/2019 8:19:40 AM,False,
A10336444,Closed Sale,950 Brickell Bay Dr,2,2,1,699000,662500,08/30/2017 12:00:00 AM,04/10/2019 12:00:00 AM,Miami,,,1583,1398,2008,Cbs Construction,,,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",1,Covered Parking,Attached,Dining/Living Room,"High Impact Doors, Open Balcony","Tile Floors, Wood Floors","First Floor Entry, Fire Sprinklers, Split Bedroom, Vaulted Ceilings, Walk-In Closets",,,,,,,,,"Blinds/Shades, High Impact Windows",,13350,,,"Dual Sinks, Separate Tub & Shower",R30-No Pool/No Water,False,False,560,,47,56,,"Elevator Secure, Card Entry, Garage Secured","Daily Rentals Ok, Exterior Alterations",,Monthly,654,0,0,654,,,The Plaza 851 Bricke,The Plaza on Brickell,4710,,"OWNER MOTIVATED!!BRING AN OFFER!!Upgraded with beautiful wood floors. Beautiful & Spacious 2 Bed 2.5 Bath with Amazing views of the Ocean, Biscayne Bay and beyond from this 47th Floor. Large balcony. European kitchen with stainless steel appliances and granite countertops. Great full service building with very nice amenities and excellent location in the heart of Brickell Area just steps away from shopping, fine dining, banks, work and much more.",04/15/2019 12:00:00 AM,,33131,21,,08/10/2019 12:00:00 AM,03/01/2019 12:00:00 AM,03/01/2019 12:00:00 AM,Conventional,551,Miami-Dade County,01-41-38-146-5080,08/30/2017 11:52:42 AM,False,
A10285077,Closed Sale,1898 SW 4th Ave,3,3,0,680000,570000,05/30/2017 12:00:00 AM,07/12/2017 12:00:00 AM,Miami,HOLLEMAN PARK,7425,2209,2209,1939,Cbs Construction,Detached,"One Story, Other",Central Heat,Ceiling Fans,1,"Driveway, Other Parking, Rv/Boat Parking",Attached,,"None, Patio",Other Floors,"First Floor Entry, Fireplace",Less Than 1/4 Acre Lot,,,,"Den/Library/Office, Florida Room, Garage Converted",Municipal Sewer,Other View,Municipal Water,,HOLLEMAN PARK,3513,,False,,R30-No Pool/No Water,False,False,,,,,Paved Road,,No Restrictions,,,,,,,,,,,,,Great opportunity to flip this house into a great corner house with plenty of features and a great location in high demand area. Bring your investors or first time buyers with the purpose of remodeling and making it the dream house. No violations or open permits; clean title. Cash Only!!!,07/12/2017 12:00:00 AM,,33129,7,,07/15/2017 12:00:00 AM,06/23/2017 12:00:00 AM,06/23/2017 12:00:00 AM,Cash,24,Miami-Dade County,01-41-38-001-0400,05/30/2017 10:39:03 AM,False,
A10127942,Closed Sale,362 SW 18 TE,4,3,,675000,650000,08/03/2016 12:00:00 AM,09/26/2016 12:00:00 AM,Miami,Holleman Park,,2652,2652,1938,Cbs Construction,Detached,One Story,"Central Heat, Electric Heat","Central Cooling, Electric Cooling",0,"Driveway, Rv/Boat Parking, Street Parking",,,"Fence, Screened Porch","Ceramic Floor, Wood Floors","Split Bedroom, Walk-In Closets",Interior Lot,,,,"Attic, Family Room, Guest House",Municipal Sewer,Garden View,Municipal Water,,Holleman Park,7088,,False,,R30-No Pool/No Water,False,False,,,,,Sidewalks,,Ok To Lease,,,,,,,,,THE ROADS,,,,"Spacious gated home with 3 bedrooms, 2 baths, large living, dining, kitchen open to the family room, laundry, side terrace. Large legal guest house in rear has an open living area plus 1 bedroom, 1 bath. Impact windows. Large carport and driveway on side  with ample space for a boat. Sought-after Roads neighborhood, close to Brickell and its new Brickell City Centre, downtown, Key Biscayne and Miami Beach, Coral Gables, Coconut Grove, expressways, airport, shopping, restaurants galore ...",09/30/2016 12:00:00 AM,50 X 135,33129,24,,02/02/2017 12:00:00 AM,08/15/2016 12:00:00 AM,09/26/2016 12:00:00 AM,Cash,12,Miami-Dade County,01-41-38-001-1680,08/05/2016 12:00:00 AM,False,
